KLK3,AR,FOLH1,PCA3,NKX3-1,KLK2,ERG,AMACR,ZNF135,TMPRSS2,PTEN,HOXB13,PSCA,GNRH1,CYP17A1,KIF2A,SRD5A2,TSC1,DNAJC21,SHC4,SPOP,HPN,AKR1C3,GSTP1,ELAC2,GRPR,ETV1,BCL2,DCAF6,SRD5A1,BRCA2,CDH1,PCGEM1,FOXA1,TP53,CDKN1A,MSMB,RNASEL,COL11A2,PARP1,TCEAL1,CHGA,SLC45A3,KLK4,STEAP1,GRP,CDK12,KLKB1,EZH2,OR51E2,PAGE4,CCND1,BIRC5,TNS1,MYC,NCOA4,SPDEF,PTOV1,SERPINB5,CASP3,BRCA1,CDKN1B,ANO7,IGFBP3,CHD1,TNFSF10,DAB2IP,AKT1,BCL2L1,CLU,CDH2,PLAU,TPD52,MTOR,FOLH1B,SHBG,TGM4,STAT3,MMP9,UGT2B15,HIF1A,CSAD,SPINK1,GLIPR1,VEGFA,PMEPA1,RNF14,CD82,CASP9,CD44,MMP2,ETV4,VIM,SLC10A1,CASP8,KLK11,STEAP2,SKP2,BAX,E2F1,TRPM8,CHEK2,CIB1,EPCAM,NCOA1,PIM1,CDK2,RASSF1,TGFB1I1,NCOA2,ZEB1,CRISP3,NDRG1,CDK4,KLKP1,HOXC6,RB1,CTAG1B,F2RL3,CTNNB1,CCNB1,CKAP4,CYP3A43,SRRM4,FASN,HSD3B1,CDK1,MSR1,ESR2,PLAUR,TMEFF2,PALB2,EP300,KLF6,ERBB2,PTHLH,MAGEA11,TIPARP,KLK15,ENO2,IGF1,GNRHR,ESR1,AZGP1,GDF15,PDZD2,EHF,MCL1,MDM2,XIAP,SLC39A1,BMX,MKI67,KLK14,PROM1,DKK3,TNFRSF10B,ST14,DLX1,GPRC6A,KLK1,CYP27B1,RARRES1,NCOA3,TNFSF11,SPON2,PAK6,NFKB1,MSH6,CDKN3,PTGS2,DMAP1,CYP24A1,ALOX15B,CYP19A1,SHQ1,OR51E1,ID1,TACSTD2,PLK1,SETD2,EGFR,MET,TERT,CCNA2,HDAC9,HSP90AA1,SENP1,BRD4,CAV1,ERBB3,DDR1,GOLM1,CDK6,ETV5,UBE2C,PEBP1,KRT5,HGFAC,NAALAD2,MBD2,OXER1,VDR,SYNPO2,KRT18,LONP1,EPHA2,CFLAR,PCNA,LRRC58,IGFBP2,UGT2B28,LZTS2,UXT,TNK2,EN2,TMF1,BAD,CYP1B1,FKBP4,PAWR,SPINT1,HDAC1,INPP4B,FZR1,FKBP5,PHIP,MMP7,VAV3,HSPB1,GNB1L,HMGN5,TDRD1,PAK3,PRUNE2,SLC39A9,KLF5,IGF1R,ZFHX3,CXCR4,TPBG,KDM1A,JAZF1,CASP7,KLK10,SNAI2,HSPB2,KDM3A,CXCL12,GLI1,AKR1C2,TRPV6,FOXO3,TGFB1,SIAH2,PTK2,ZNF92,FLVCR1,KRT8,BMI1,PSAT1,TXK,KDR,ALOX15,JUN,LMTK2,ID4,HOXD3,CHKA,IGF2,FABP5,ONECUT2,HEATR5B,ZNF486,SLC33A1,ELL2,TNFRSF10D,MED15,TNFRSF10A,RFX6,MUC1,FGF8,TCF20,TP63,ANXA3,ALOX12,CDCP1,HSD3B2,MAP2K4,ANXA7,SP1,TGFA,PSG1,GSTM1,CTNNA1,PTK6,PCDH11Y,SOX2,DAND5,NR4A1,NCOR1,GSTT1,JTB,DNMT1,CD53,GPNMB,SYP,SLC12A9,POU5F1B,SLC5A5,PDGFD,FGF7,ANP32C,CDKN2A,PDF,NANOG,MBD4,RELA,ALB,CCND2,STEAP4,ITGA6,KLK9,E2F3,CDC25C,PECAM1,HSPA5,REPS2,ASAH1,EEF1A2,TGFBR2,VCY,PCSK6,PIAS1,FGFR2,TCHP,MED1,PVT1,SNORD81,C1orf122,ZNF578,C2orf72,ZNF660,IQCF2,IQCF5,OR2A5,OR5H14,TBC1D3B,IQCF6,SPANXN4,ALG1L2,SNORA55,FHIT,APP,C1orf116,NKAIN1,THAP2,ZNF433,GLYATL2,FAM13C,HSD17B2,TMSB4Y,PA2G4,ELAC1,NAALADL2,ALKBH3,HSD17B3,MUL1,RHOC,SPARC,EHBP1,PFKFB4,RGS17,TMSB15A,ZBTB46,SRD5A3,RNF6,SERPINA3,PLG,AKR1C1,EIF3H,PTK2B,TNFRSF11B,CAMK2N1,BID,HYAL1,CD274,LARP6,SIM2,EPB41L4B,F2,PIN1,PRKAR2B,GCNT1,EGR1,SMAD4,MYCN,CDC25A,THBS1,HOXA4,MSH2,TRIM36,BMP6,BIRC2,KDM5D,FOXO1,PRKDC,SNAI1,HNF1B,TTTY15,POLD1,YBX1,FGF2,ANP32D,WNK1,TRA2A,MANSC1,ARHGEF38,S100P,DDIT3,GATA2,SOD2,RET,ADAM9,TRIM66,HES6,RAC3,BSG,CDH11,PXN,HGF,NCOR2,EAF1,SYT1,GPRC5A,REN,MTA1,AGR2,HAPLN3,PRLR,CRCP,CCNA1,MRPL36,CMTM5,EPHA3,ILK,PHLPP2,SOX4,KLK6,SUZ12,ESRP2,AKT3,GADD45A,PIK3CB,FGFR1,RCBTB2,CA9,FOXP4,FADD,QSOX1,MAPK1,GREB1,GRHL2,DHRS7,PAQR4,UGT2B11,PBOV1,FHL2,TIMP2,SEMA3C,DNMT3B,SPOCK1,OGFRL1,UBTD1,TNFRSF11A,AGT,PRM3,MMP26,SLC16A3,ANXA5,SFN,RAF1,DPYSL3,CA1,MAK,RHOA,RICTOR,GAS5,BAZ2A,WNT5A,INS,POU5F1,RBM3,TSPY1,CD276,RLN2,PEBP4,MED19,CD4,CTRL,ACOXL,TGIF2LX,ETS2,PDZD3,CREB3L4,DLEC1,AKAP12,HPCA,ESRP1,CAMKK2,CENPF,STK4,PDE5A,ITGB4,USP12,LMOD1,VEGFC,SULT2B1,PDLIM4,ING3,CAT,DRG1,MCM7,BBS9,WFDC1,ARCN1,MMP14,UPK3A,CXCL14,KCNH8,LIMA1,NDRG3,PKN1,RAD54L2,SNORD43,AURKA,CDC20,DUSP10,SSTR1,XPR1,TWIST1,LPXN,TACC2,SLC16A4,EPHA10,ACSL3,WNK2,PMS2,SPHK1,KDM4C,WASF3,PRKD1,GINS2,ELK1,TRIM24,PHF8,AKT2,KDM4A,GCG,LIMK2,PBK,DLC1,TNFRSF10C,ACHE,TRIM68,WDR20,ZBTB7A,EIF4EBP1,PTTG1,ALDH1A1,YAP1,AKT1S1,NME1,PRKD3,KDM4B,RHOU,DAB2
TCGA-2A-A8VL-01A-21R-A37L-07,586951.5963,297.1164,4220.9063,352.2142,27970.1339,211670.4428,4067.4562,15579.2997,143.1514,36885.6849,1317.1988,17029.8661,445.932,20.0824,1.8074,109.6807,311.0196,731.2049,1129.2482,7.724,1853.759,2052.518,75.1802,2694.1298,1320.2884,32.4408,74.1504,256.9516,1937.6931,155.5098,5.1493,16359.4233,222.4511,11909.3718,817.1988,2170.9578,340154.4799,355.3038,12.8733,2509.2688,631.3079,233.7796,74135.2111,24605.0463,4069.516,8.2389,797.1164,8.2389,88.0536,15057.1576,414.5211,3639.5314,17.4717,4597.8373,1255.4068,10677.6519,16709.0628,6107.1061,69.516,429.4542,49.4336,1623.069,8190.0103,582.3893,563.3368,2430.999,856.8486,6426.8795,3175.0772,6867.6622,16.4779,87.5386,10203.7642,2494.3357,4.6344,3.6045,4.6344,5501.0299,11.3285,0,1856.8486,729.6601,0.5149,208.6148,33685.8908,21356.7714,1430.484,722.966,473.2235,2153.965,1152.4202,24.2019,5849.7168,1.0299,351.1843,874.3563,19299.691,55.6128,668.898,56.1277,5049.9485,66.9413,4736.8692,5652.4202,1182.2863,772.9145,307.93,535.0154,1084.964,383.1102,339.1658,1408.8568,60178.6818,1587.5386,269.8249,75.3296,941.2976,0,33.9856,5997.8888,117.9197,2865.0875,3.0896,0.5149,28704.4284,0,43.2544,23.172,9.2688,57.6725,5007.724,128.7333,1895.9835,2462.4099,5119.9794,11.8435,0,2076.1226,171.9876,214.7271,417.6107,2.5747,118.9495,47851.6993,14633.8826,153.4501,1555.6128,6148.3007,1373.8414,1294.5417,2793.5118,7.724,116.8898,5.1493,8.7539,822.863,1013.9032,7036.5602,773.4295,0.5149,188.9804,9.2688,69.001,719.8764,3.0896,9878.9907,149.8455,671.9876,726.0556,7.2091,642.1215,823.8929,0,11747.6828,0.5149,267.2503,1368.6921,613.8002,13247.1679,13.3883,1653.4501,364.0525,121.0093,1.0299,28.5479,1112.7703,19811.0196,193.0999,1653.4501,1434.0886,4628.2183,4083.4192,15919.6704,558.1874,91.6581,25.7467,14454.171,3745.1081,9.7837,22.1421,1528.3213,59.7322,52.0082,5721.9361,23855.7055,2178.1668,84.964,582.9042,822.863,910.4016,4097.8373,0,2139.5469,1295.5922,2333.8157,10.8136,1342.4305,1485.8342,2323.8929,5393.9238,202.8836,5282.6982,4762.6159,168.898,1115.8599,8525.2317,1256.6632,227.0855,52.0082,10466.5294,88.7539,260.0412,251.2873,5.1493,1760.5561,2487.6416,306.3852,5047.8888,2237.1627,389.8043,258.4964,2039.6498,316.6838,1597.8373,30.896,567.9712,52.0082,776.0041,589.5984,54.5829,19.0525,5132.8527,2157.0546,413.4912,763.1308,2005.1493,146.241,114.3151,27366.7456,1343.5067,1002.5747,5.6643,413.4912,171.4727,20871.7817,273.9444,222.4511,12.8733,1824.4078,406.6993,64.3666,46.344,1250.2575,15.448,862.5129,3688.9804,127.7034,1954.6859,30.896,36.5602,126.6735,0,642.6365,347.5798,3080.3296,5.6797,901.6478,5.1493,930.999,3718.3316,1858.9083,49.4336,0,0,8622.0391,145.7261,5.1493,90.6282,0.5149,42294.5417,1288.3625,0,3436.1843,560.7621,104.0165,432.5438,70.5458,918.6406,35.9681,0,277.5489,75.6952,3.6045,92.173,163.4758,1.5448,557.6725,2449.5366,84.449,873.8414,7192.07,2067.4562,0,176.1071,8.2389,377.9609,15798.1462,2461.895,7636.4573,665.8084,629.7631,0,248.7127,262.6159,694.1298,364.1607,789.9073,110.1957,0,1011.2049,71.5757,813.5942,18.0227,0,0,0,0,259.5263,0.5149,0,0,0,105.5613,19430.999,8429.4542,428.9392,55.6128,125.6437,4.1195,1334.7425,1.0299,113.2853,2627.7034,224.7271,210.6076,467.0443,10.2987,815.654,5338.826,4649.8455,781.1535,322.863,80.8445,656.0247,106.0762,305.3141,822.863,716.2719,0,40.6797,3371.2667,1256.4367,22.6571,3082.9042,374.0474,70.5458,6.1792,534.5005,1627.1885,1326.9825,0.5149,1713.1823,435.1184,378.4758,16220.3913,3133.1514,0,65.3965,3674.0474,21.8744,346.035,819.7734,69.31,1258.4964,1415.036,383.6251,1721.9361,40.6797,146.7559,395.4686,171.4727,5394.9537,160.6591,0.5149,2417.6107,1771.3697,1640.0618,84.449,107.1061,358.2492,2336.7662,4073.1205,404.2225,2644.1813,207.0031,72.6056,505.1493,15449.5366,190.5252,3197.1267,15.448,5380.0206,846.5499,231.2049,95.7775,1.0299,1415.036,5065.9114,32.9557,79.2997,1072.0906,0,760.0412,10.8136,326.9825,3520.5973,186.1483,1442.3275,0,663.2338,1850.1545,1174.5623,207.0031,881.5654,962.9248,583.9341,0.5149,2484.0371,320.2884,555.0978,2884.1401,9204.4284,4204.4284,23907.827,908.9598,0,2.5747,894.4387,3377.9609,5306.9001,28.3213,6622.0391,94.2327,287.8476,48.9186,336.7662,0,62.8218,113.8002,8481.9773,5267.1833,2340.8857,5265.7055,0,13.3883,7408.3419,652.4202,2481.9773,2027.9248,93.2029,0,9.4078,3172.5026,0,1672.5026,171.4727,1281.6684,323.8929,121.5242,5.7518,152.9351,0,1483.5221,1.0299,8790.9011,132.3378,546.344,6.6941,1983.5221,6280.6385,40.6797,405.2523,634.8301,1880.0206,85.4789,2968.0742,150.8754,1899.0731,341.9156,277.034,2535.5304,941.2976,1132.6674,159.6292,608.1359,5239.4439,1159.6292,1523.172,140.5767,267.7652,1930.484,5418.6406,2532.4408,67.4562,0,33.4706,19.0525,467.0443,36.0453,472.7085,182.8012,166.8383,3171.9876,33.4706,106.0762,10487.6416,1468.5324,602.9866,80.0618,543.2544,681.2564,878.4758,88.0536,701.8538,984.552,1618.9495,3146.241,1002.5335,10.8136,1198.7642,8.2389,254.8919,11.3285,247.6828,967.5592,487.1267,964.4696,443.3574,21.1123,792.482,1656.5396,1471.6787,1519.2997,446.9619,3492.7909,2622.0391,662.7188
TCGA-2A-A8VO-01A-11R-A37L-07,628137.4305,319.0185,4206.3917,21085.1281,29614.2202,266434.2706,201.3804,12619.8396,162.1677,27904.1482,1587.117,16228.7363,323.6708,36.5542,0,194.0696,212.0144,919.172,953.0677,10.6339,1686.8102,7060.2779,55.1636,844.0697,1538.5996,1.9939,89.0593,148.2107,3010.0723,267.8426,11.2986,10162.7327,284.4582,12110.7393,1421.6261,2471.7286,25679.6589,297.7506,7.9755,2808.0273,717.7916,0,57345.5336,46380.6356,2887.7819,4.6524,800.2047,9.3047,124.9489,38695.6132,786.2476,13679.4662,63.5511,5338.9073,1933.385,4606.494,26914.5263,5683.846,0.6646,431.3396,87.1186,1418.9676,12562.0175,1776.5342,542.3314,6909.4087,483.1801,5558.8971,3621.5244,6347.1386,24.591,116.0961,8601.8882,2395.2971,53.1697,5.9816,12.6278,4635.7374,343.6095,0,2095.5527,712.4746,27.9141,233.7541,755.0104,17376.4917,1225.5627,764.9797,424.0287,3986.4018,1630.982,31.9018,8472.9183,0.6646,344.9387,65.7976,19666.8251,45.8589,1110.5831,72.4438,13085.7395,91.7178,5128.2222,4869.0196,1031.4931,616.7691,458.5891,659.3049,869.99,304.3968,591.0615,461.2476,11412.8864,1737.9861,196.7281,264.6857,955.0616,0,7.9755,6606.3146,154.1923,2281.6468,4.6524,3.9877,13651.3327,0,85.0716,112.3211,23.2618,210.6851,496.4725,136.2475,1706.7489,1058.7426,5606.7499,43.865,0,835.3831,145.5522,285.7874,644.6832,3.3231,274.4888,58159.0639,25816.571,87.7301,2662.4751,7659.7668,1355.1639,1141.8203,2080.2664,24.591,208.0266,3.3231,79.7546,1187.6792,638.7016,6627.6091,481.1862,0.6646,46.5235,21.2679,303.7322,695.1945,0.6646,46834.5723,70.091,906.5442,668.6096,23.2618,249.2332,1014.8776,0,6746.5764,0,368.2005,27.9141,249.2332,12223.725,55.8282,1600.4094,299.6448,174.7955,9.3047,100.6703,140.8998,21073.8295,212.679,1276.0739,1395.0413,6607.6704,4385.8396,63864.1779,761.6566,79.7546,43.865,10791.4649,11.2986,3.9877,18.6094,1092.6383,15.9509,95.0409,6139.112,25257.212,1981.2377,114.315,568.9163,802.8632,917.8428,11850.8722,0.6646,1916.1048,1535.6752,2035.7766,0,1070.0412,1699.7438,2866.514,7842.5378,364.2128,4478.222,2964.2134,402.7608,1159.1005,4114.0092,1104.5417,1631.6466,26.5849,10049.7469,92.9407,186.7587,70.4499,1.9939,2969.5304,2139.4177,1306.6466,1801.7898,1820.5654,330.3171,308.3845,2015.7981,408.0778,1397.6997,15.2863,90.3886,143.5251,1012.8837,473.2108,65.1329,11.2986,4401.7905,1581.8,404.0901,737.7302,1630.3174,152.1984,176.7894,17740.4984,1050.0626,690.5421,8.6401,397.4439,0.6646,11987.7843,147.546,299.0798,8.6401,1298.0065,791.5646,330.9817,36.5542,974.3356,9.9693,572.904,5386.7601,68.4561,1808.436,49.182,5.317,242.587,1.3292,734.4071,16.6155,2873.8249,3.3298,404.0901,0,988.9573,2603.9884,2011.8103,279.8058,0,816.8202,6498.6724,207.362,5.317,5.9816,1.3292,9019.5831,1220.2457,5170.758,3775.0521,470.5523,233.2823,912.5258,83.0777,1013.5483,147.3666,10.6339,345.6034,204.0389,1.3292,67.1268,168.8007,2.6585,535.0206,1906.8001,9.3047,788.9061,3950.5123,2156.0333,0,197.3927,12.6278,554.2946,12440.3917,4131.954,5925.7684,568.9163,1361.1455,0,513.7527,319.6831,75.7669,369.5297,885.2763,178.7833,0,922.442,43.2004,3454.7044,9.3047,0,0,0,0,466.5645,0,0,0,0,158.18,11695.3506,11631.5469,1.9939,100.3579,182.771,4.6524,1448.7161,0.6646,101.6871,3381.596,141.5645,257.2087,525.0513,19.9387,786.9123,6696.7297,8073.8262,885.2763,384.816,48.5174,715.1331,71.7792,364.153,638.7016,22214.3206,0,79.09,4028.9376,1523.3133,23.9264,674.5912,363.2624,65.1329,5.9816,552.3008,2751.5344,1668.2008,0,1702.7612,472.5461,2167.9965,7597.2923,2919.6838,0.6646,146.8814,3048.6204,120.1437,364.8774,1611.708,78.1928,994.9389,1109.2539,529.039,1999.1825,30.5726,116.3088,313.7015,268.5072,6028.7848,223.9177,0,2593.3544,1553.8859,1290.031,83.0777,546.3192,379.9244,2770.1439,6775.8197,4347.9561,2140.747,189.4172,95.7055,562.2701,21265.2406,535.6852,4213.3768,47.8528,2288.9576,766.309,78.4254,470.5523,2.6585,1167.7406,8497.1903,84.407,50.5113,840.7466,0.6646,578.221,8.6401,487.1678,4108.0276,206.0527,1648.2622,0.6646,533.6913,2540.1847,1696.115,298.4152,1076.6874,1171.0637,614.7752,2.3926,2459.7655,432.0042,870.6546,2447.8023,5437.936,2826.6367,14949.3392,544.9966,0,1.9939,833.4358,4077.455,2890.4404,26.5849,5075.0524,92.3824,181.4418,21.9325,49.8466,0,202.7097,114.9796,6159.0507,1505.5147,2079.9474,4108.0276,0,23.1089,7213.8055,614.7752,3977.0971,1904.3742,159.5092,0,15.4259,3554.3976,0,1004.2436,123.6197,1624.3358,393.4561,311.7076,9.9693,187.4234,0,1000.9205,0,8670.6566,45.8589,697.1883,3.9877,1886.8614,9641.6691,126.9428,485.1739,3383.1512,450.6136,144.8876,3953.8354,138.906,987.6281,800.2047,239.9285,1651.5853,1185.0208,1376.7176,235.9408,681.902,5386.0954,1421.6261,673.2619,523.0574,2.6585,1697.4442,2005.1641,3284.5612,77.0961,0,27.9141,65.7976,111.6565,93.0471,556.2885,31.2372,173.4663,2304.2439,61.8098,173.4663,5127.5575,641.2737,640.6955,55.4494,563.5993,686.5544,645.3478,130.9305,540.3376,912.5258,1779.8573,2771.4731,1218.2518,1.3292,1647.5976,15.9509,415.3887,30.5726,133.589,1529.9595,344.9387,842.0759,1137.168,51.1759,457.9245,2354.0906,1529.9595,1709.7729,463.906,2665.1336,2136.0946,890.5933
TCGA-2A-A8VT-01A-11R-A37L-07,119260.6618,2750.3676,49179.4118,72.4265,19478.6765,76452.2059,8636.3971,1267.2794,317.6471,19877.5735,1652.5735,25282.3529,38.9706,15.4412,0,433.8235,16.5441,1210.6618,1324.2647,2.5735,1912.5,3851.4669,27.5735,995.9559,1276.4706,14.3382,313.2353,481.25,2898.8971,190.4412,34.5588,11879.4118,19.8529,16220.2206,1180.5147,262.1324,11866.1765,313.9706,20.5882,5589.7059,435.2941,776.8382,8994.4632,16523.1618,2948.8971,7.7206,1611.3971,2.2059,130.1471,9315.4412,8.8235,4112.2647,54.0662,3887.1324,2744.8529,7694.1176,6928.6765,3008.0882,64.3382,326.4706,85.6618,1201.8382,2876.8382,2299.6324,756.9853,3210.6618,1188.9706,6861.0294,2834.9265,1003.6765,26.8382,129.9559,6975.6838,3692.6471,1784.5588,3.3088,436.0294,5253.3088,151.8382,1.8382,1773.1618,631.9853,0.3676,136.8015,2466.1765,25967.2132,807.3529,1049.2647,438.2353,4135.6618,791.5441,5.5147,2891.5588,1.1029,566.1765,349.2647,22083.4559,106.6176,664.7059,87.8676,837.8676,66.5441,2833.0882,7700.3676,5040.4412,1325,418.75,351.1029,307.7206,1719.4853,276.4412,53.6765,59486.0294,2002.2059,123.5294,200.8824,1436.3971,3.6765,31.25,7682.2574,184.9265,1954.4118,2.5735,0.7353,57587.5,0,108.0882,170.5882,10.6618,82.3529,3506.6176,314.3382,3501.1029,1807.3529,6824.2647,26.8382,0,739.9779,18.75,254.4118,552.9412,6.25,170.9559,2484.9265,1057.3529,326.1029,5270.5882,5017.2794,1219.8529,2289.7059,2882.3529,6.25,343.0147,6.25,8.8235,687.8676,411.7647,5598.1618,375.7353,1.1029,4.0441,66.5441,79.0441,2401.1029,1.8382,61604.7794,96.4926,1644.8529,1025,14.7059,266.1765,845.9559,40.4412,38.2353,0.7353,343.75,9877.5735,775,12380.1471,80.5147,3665.0735,1161.0147,480.1471,0.7353,73.3493,544.4853,14161.0294,401.8382,2508.8235,515.0735,5851.1029,8444.8529,16289.3382,217.2794,81.9853,64.3382,8865.4412,1914.3382,2.2059,10.6618,687.8676,17.2794,95.9559,1917.2794,9393.7794,2440.0735,181.25,841.5074,888.6029,1983.4559,821.6912,0.3676,1985.6618,701.1176,3039.1434,32.3529,1834.1912,1216.9632,364.3382,2731.6176,359.1912,4653.3088,6453.3088,74.6324,1266.1765,2740.8088,1797.0662,1587.1324,148.8971,3036.0294,76.0404,38.9926,295.9559,3.3088,1554.0441,4686.7647,723.1618,9108.0882,1766.5184,188.6029,192.2794,2282.7206,276.1029,690.4412,70.2206,67.2794,15.7574,1196.6912,258.0882,40.0735,1.1029,2330.5147,2225,554.4118,793.3824,3297.0588,315.8088,266.1765,7903.6471,2025.2353,408.4559,13.6029,466.5441,359.9265,7963.9706,909.5588,1010.2941,13.6029,841.9118,5898.4596,19.4853,45.5882,1968.3824,54.0441,1043.75,1485.2941,18.75,1454.7794,47.4265,38.9706,169.8529,0,1204.0441,501.4706,1330.5147,2.9412,588.2353,1.1029,883.8235,2805.5147,3069.8529,654.7794,0,127.9412,4783.4559,869.1176,6.9853,42.2794,1.4706,2618.3824,1898.8971,1568.0147,2414.5441,1154.0441,198.8971,886.7647,81.6176,1071.6912,37.4743,0.7353,161.0294,29.7794,3.6765,133.0882,150.0074,2.9412,675,2677.2059,0.7353,204.0441,11622.4265,2057.7206,0,515.8088,7.3529,286.7647,11960.6618,2247.4265,1984.9265,2037.8676,710.2941,0,2160.2941,467.6471,509.9265,512.9191,1250.7353,225,0,723.2463,18.0147,409.9265,15.8088,0,0,0,0,234.5588,0,0,0,0,79.7794,6109.5588,7375.7353,224.6324,120.5882,158.8235,7.3529,83.4632,1.4706,87.5,2659.5588,82.2941,230.1471,424.2647,9.1912,814.7059,4189.7059,5740.4412,890.8088,301.8382,78.3088,505.1471,125.7353,408.761,956.9853,295.5882,0,14.7059,3414.3382,445.5882,88.2353,767.6471,286.1875,42.2794,14.3382,396.6912,2231.25,1852.5735,0.3676,1293.3824,280.5147,319.4853,4031.25,1520.2794,2.2059,48.8971,1513.9706,36.6618,772.0588,691.9118,158.2059,1466.9118,1701.8382,469.8529,5908.4559,11.7647,163.2353,4233.8235,327.5735,4556.25,180.5,0.3676,3407.3529,1891.9118,826.4706,310.6618,18.0147,305.0735,2660.6618,1828.3088,186.0294,3413.2353,514.7059,212.1324,904.4118,10842.2794,299.6324,3811.1324,19.4853,6885.6618,1174.6324,29.7794,316.9118,0.3676,1747.4265,613.6029,58.8235,61.0294,1206.6176,0.7353,357.7206,0,434.9265,1767.2794,365.4596,2663.9706,1.4706,1276.4706,1858.8235,1560.6618,286.3971,1317.6471,491.5441,375.7353,2.8125,1806.25,329.7794,1648.1618,2499.6324,1691.9118,4545.2206,7673.5294,503.5956,0.3676,2.5735,487.1324,2587.5,1407.3529,56.6176,2805.1471,122.4265,167.6471,52.9412,27.9412,0,0.7353,167.6471,7473.1618,1500.8493,4030.0846,864.3382,1.8382,16.1765,7901.1029,933.8235,1793.3824,4574.9632,902.9412,0,5.1471,3396.3235,0,7186.3971,50,44.8529,331.25,335.6618,5.8824,95.2206,0.3676,1291.1765,0.3676,3887.2941,17.6471,239.3382,5.1471,2343.3824,5875.7353,251.4706,1229.7794,326.9743,1274.2647,303.3088,851.8382,82.7206,608.8235,329.7794,351.1029,2111.3971,761.7647,1757.0074,251.4706,157.3529,4856.25,1042.6471,435.2941,320.9559,253.6765,1889.3382,5338.9706,4192.2794,398.1618,0,83.0882,94.1176,73.5294,10579.7794,849.6324,161.7647,205.5147,1596.6912,36.0294,374.2647,9748.1618,4122.1801,1253.3088,70.1912,876.8382,1529.0441,2222.4265,39.7059,1059.5588,1083.0882,1809.1912,4505.1471,1542.6324,4.0441,1247.7941,15.0735,273.5294,6.6176,645.5882,801.8382,356.9853,1295.9559,106.25,44.4853,337.1324,2152.5735,1553.3088,1257.7316,779.7794,3261.7647,4226.1029,330.8824
